game_date,game_number,opp_team,opp_runs,tor_runs,game_park_id,game_park_factor,tor_home,tor_atbats,tor_hits,tor_doubles,tor_triples,tor_homeruns,tor_rbi,tor_walks,opp_pitcher_start_id,opp_pitcher_start_name,opp_pitcher_whip_game,opp_pitcher_whip_todate,opp_team_der_game,opp_team_der_todate,tor_batting_1_id,tor_batting_1_name,tor_batting_1_pos,tor_batting_2_id,tor_batting_2_name,tor_batting_2_pos,tor_batting_3_id,tor_batting_3_name,tor_batting_3_pos,tor_batting_4_id,tor_batting_4_name,tor_batting_4_pos,tor_batting_5_id,tor_batting_5_name,tor_batting_5_pos,tor_batting_6_id,tor_batting_6_name,tor_batting_6_pos,tor_batting_7_id,tor_batting_7_name,tor_batting_7_pos,tor_batting_8_id,tor_batting_8_name,tor_batting_8_pos,tor_batting_9_id,tor_batting_9_name,tor_batting_9_pos,galvf001,bichb001,gurrl001,fishd001,pillk001,hernt002,davij007,gricr001,mckib001,smoaj001,tellr001,sogae001,biggc002,guerv002,drurb001,jansd001,maill001,mcgur002,galvf001_ops_game,bichb001_ops_game,gurrl001_ops_game,fishd001_ops_game,pillk001_ops_game,hernt002_ops_game,davij007_ops_game,gricr001_ops_game,mckib001_ops_game,smoaj001_ops_game,tellr001_ops_game,sogae001_ops_game,biggc002_ops_game,guerv002_ops_game,drurb001_ops_game,jansd001_ops_game,maill001_ops_game,mcgur002_ops_game,galvf001_ops_todate,bichb001_ops_todate,gurrl001_ops_todate,fishd001_ops_todate,pillk001_ops_todate,hernt002_ops_todate,davij007_ops_todate,gricr001_ops_todate,mckib001_ops_todate,smoaj001_ops_todate,tellr001_ops_todate,sogae001_ops_todate,biggc002_ops_todate,guerv002_ops_todate,drurb001_ops_todate,jansd001_ops_todate,maill001_ops_todate,mcgur002_ops_todate
20190720,100,DET,5,7,DET05,1.107,0,37,12,3,0,2,7,2,norrd002,Daniel Norris,1.5,1.479,0.63,0.689,sogae001,Eric Sogard,10,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,guerv002,Vladimir Guerrero,5,jansd001,Danny Jansen,2,biggc002,Cavan Biggio,4,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,3,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1.4,0,0.6,0,0,1,0,0.833,0,0,0,1,0.25,1.75,1.25,0,0,0,0.759,0,0.925,0,0,0.682,0,0.708,0,0,0,0.862,0.736,0.713,0.642,0.656,0,0
20190721,101,DET,4,3,DET05,1.107,0,34,5,2,0,1,3,2,alext001,Tyler Alexander,0.571,1,0.852,0.688,sogae001,Eric Sogard,4,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,guerv002,Vladimir Guerrero,10,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,5,maill001,Luke Maile,2,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0.5,0,2,0,0,0.75,0,0,0,0.25,0,0.5,0,0.25,0,0,0,0,0.768,0,0.918,0,0,0.687,0,0.71,0,0.764,0,0.865,0,0.729,0.651,0,0.463,0
20190722,102,CLE,7,3,TOR02,1.031,1,28,5,0,0,2,3,2,clevm001,Mike Clevinger,1,1.076,0.842,0.711,sogae001,Eric Sogard,10,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,8,jansd001,Danny Jansen,2,mckib001,Billy McKinney,9,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0.25,0,0,0,0,0,1.667,2.667,0,0.5,0,1.333,0,0.333,0,0,0.765,0,0.936,0,0,0,0,0.702,0.673,0.758,0,0.859,0.726,0.723,0,0.643,0,0
20190723,103,CLE,1,2,TOR02,1.031,1,35,8,1,0,1,2,4,bauet001,Trevor Bauer,0.833,1.203,0.696,0.712,sogae001,Eric Sogard,10,galvf001,Freddy Galvis,6,smoaj001,Justin Smoak,3,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,mckib001,Billy McKinney,7,maill001,Luke Maile,2,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0.4,0,0,0,0,0.833,0,0.5,0,1.4,0,0.2,0.25,1.75,0,0,0,0,0.757,0,0,0,0,0.688,0,0.696,0.691,0.772,0,0.854,0.709,0.73,0,0,0.455,0
20190724,104,CLE,4,0,TOR02,1.031,1,27,1,1,0,0,0,1,biebs001,Shane Bieber,0.222,1.072,0.941,0.712,sogae001,Eric Sogard,4,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,10,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,jansd001,Danny Jansen,2,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.75,0,0.333,0,0,0,0,0.752,0,0.928,0,0,0.691,0,0.694,0,0.783,0,0.845,0,0.742,0.642,0.638,0,0
20190726,105,TBA,3,1,TOR02,1.031,1,30,4,2,0,0,1,3,castd002,Diego Castillo,0,1.499,0.826,0.716,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,10,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,drurb001,Brandon Drury,3,hernt002,Teoscar Hernandez,8,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0.75,0,0,0,0,0,0,0.5,0,0.833,0,0,0,0.25,1,0.333,0,0,0.745,0,0.923,0,0,0.683,0,0.689,0,0.776,0,0,0.7,0.739,0.635,0.631,0,0
20190727,106,TBA,9,10,TOR02,1.031,1,49,16,3,0,6,10,5,kitta001,Andrew Kittredge,1.667,1.528,0.655,0.717,sogae001,Eric Sogard,9,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,10,guerv002,Vladimir Guerrero,5,biggc002,Cavan Biggio,4,jansd001,Danny Jansen,2,drurb001,Brandon Drury,3,hernt002,Teoscar Hernandez,8,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0.333,0,1.167,0,0,1.667,0,0.733,0,0,0,0.667,2,1.333,2.333,0,0,0,0.745,0,0.909,0,0,0.675,0,0.687,0,0,0,0.843,0.685,0.733,0.639,0.628,0,0
20190728,107,TBA,10,9,TOR02,1.031,1,39,12,2,0,2,8,6,chiry001,Yonny Chirinos,2.75,1.043,0.615,0.716,biggc002,Cavan Biggio,4,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,guerv002,Vladimir Guerrero,10,drurb001,Brandon Drury,5,mckib001,Billy McKinney,9,hernt002,Teoscar Hernandez,8,mcgur002,Reese McGuire,2,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0.4,0,0.8,0,0,1.8,0,0,1.4,1.933,0,0,0.4,1.4,0.2,0,0,0.4,0.738,0,0.914,0,0,0.698,0,0,0.679,0.778,0,0,0.712,0.746,0.675,0,0,0
20190729,108,KCA,3,7,KAN06,1.074,0,38,11,0,1,3,7,3,kellb003,Brad Keller,1.143,1.386,0.692,0.688,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,9,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,drurb001,Brandon Drury,7,bichb001,Bo Bichette,6,mckib001,Billy McKinney,10,hernt002,Teoscar Hernandez,8,jansd001,Danny Jansen,2,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0.5,0,0,0,1.833,0,2.2,0,0.2,0,0,1.8,0.65,0.4,0.5,0,0,0,0,0,0,0,0.714,0,0.687,0.697,0.791,0,0,0.704,0.757,0.668,0.617,0,0
20190730,109,KCA,2,9,KAN06,1.074,0,38,10,1,0,1,8,5,montm002,Mike Montgomery,1.951,1.714,0.71,0.688,bichb001,Bo Bichette,6,galvf001,Freddy Galvis,10,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,guerv002,Vladimir Guerrero,5,biggc002,Cavan Biggio,4,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,3,jansd001,Danny Jansen,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0.8,1.1,0.933,0,0,0.4,0,0.4,0,0,0,0,0.2,1.4,0.2,1.167,0,0,0.734,0.5,0.912,0,0,0.727,0,0.707,0,0,0,0,0.734,0.756,0.663,0.615,0,0
20190731,110,KCA,1,4,KAN06,1.074,0,35,9,3,0,2,4,4,junij001,Jake Junis,1.143,1.455,0.731,0.688,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,8,galvf001,Freddy Galvis,10,mckib001,Billy McKinney,9,drurb001,Brandon Drury,5,mcgur002,Reese McGuire,2,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1.25,2,0.5,0,0,0,0,0,0,0.833,0,0,1.267,0,0.5,0,0,0.5,0.735,0.819,0.914,0,0,0,0,0.703,0.681,0.783,0,0,0.722,0,0.657,0,0,0.4
20190801,111,BAL,2,11,BAL12,1.088,0,41,14,2,0,5,11,5,wojca001,Asher Wojciechowski,2.143,0.979,0.64,0.711,bichb001,Bo Bichette,10,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,hernt002,Teoscar Hernandez,8,mckib001,Billy McKinney,7,jansd001,Danny Jansen,2,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0.2,1.1,0,0,0,0.4,0,1.85,1.4,0.2,0,0,0.667,2.6,0,1.8,0,0,0.74,1.269,0,0,0,0.724,0,0.696,0.667,0.784,0,0,0.732,0.767,0,0.622,0,0
20190802,112,BAL,2,5,BAL12,1.088,0,34,8,2,0,2,5,4,brooa001,Aaron Brooks,1.6,1.356,0.769,0.711,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,9,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,10,galvf001,Freddy Galvis,4,drurb001,Brandon Drury,3,fishd001,Derek Fisher,8,jansd001,Danny Jansen,2,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,2.25,0.9,0.75,0.5,0,0,0,0,0,0.5,0,0,0,0.833,1.25,0,0,0,0.735,1.222,0.913,0,0,0,0,0,0,0.776,0,0,0.73,0.797,0.655,0.643,0,0
20190803,113,BAL,6,4,BAL12,1.088,0,35,12,3,0,2,4,1,bundd001,Dylan Bundy,1.176,1.417,0.545,0.711,bichb001,Bo Bichette,6,galvf001,Freddy Galvis,4,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,10,fishd001,Derek Fisher,9,hernt002,Teoscar Hernandez,8,mcgur002,Reese McGuire,2,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2.667,1,0.5,0,0,1,0,0,0,0,0,0,0,1.75,0,0,0,1.25,0.749,1.162,0.911,0.5,0,0.719,0,0.708,0,0.775,0,0,0,0.798,0,0,0,0.444
20190804,114,BAL,6,5,BAL12,1.088,0,39,13,4,0,2,5,4,yacaj001,Jimmy Yacabonis,3,2.041,0.607,0.71,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,10,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,5,jansd001,Danny Jansen,2,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1.6,0.4,0,0,0.8,0,2,0,0.25,0,0,1.4,1.4,0.5,0,0,0,0,1.133,0.905,0,0,0.722,0,0.701,0,0.765,0,0,0.716,0.81,0.665,0.634,0,0
20190805,115,TBA,0,2,STP01,0.895,0,35,9,2,0,1,2,0,mortc002,Charlie Morton,1,1.096,0.667,0.713,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,guerv002,Vladimir Guerrero,5,galvf001,Freddy Galvis,10,gricr001,Randal Grichuk,9,fishd001,Derek Fisher,8,mcgur002,Reese McGuire,2,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,1.25,0,0.5,0,0,0.5,0.5,0,0,0,0,0.761,1.207,0.9,0.5,0,0,0,0.717,0,0.76,0,0,0.73,0.819,0,0,0,0.692
20190806,116,TBA,7,6,STP01,0.895,0,39,8,2,0,2,4,2,kitta001,Andrew Kittredge,1.5,1.488,0.7,0.712,bichb001,Bo Bichette,10,biggc002,Cavan Biggio,4,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,5,galvf001,Freddy Galvis,6,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,3,jansd001,Danny Jansen,2,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0.25,0,0.5,0,0,0,0,1.4,0,2.25,0.75,0,0,0.763,1.295,0.89,0,0,0.724,0,0.722,0,0,0,0,0.726,0.815,0.663,0.625,0,0
20190807,117,TBA,3,4,STP01,0.895,0,34,7,2,0,3,4,2,mckab001,Brendan McKay,1.4,1.198,0.778,0.712,bichb001,Bo Bichette,6,galvf001,Freddy Galvis,4,gurrl001,Lourdes Gurriel,10,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,drurb001,Brandon Drury,5,fishd001,Derek Fisher,7,hernt002,Teoscar Hernandez,8,mcgur002,Reese McGuire,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0.75,1.167,1.25,1.25,0,0,0,1.833,0,0.5,0,0,0,0,0.5,0,0,0,0.754,1.259,0.875,0.25,0,0.718,0,0.72,0,0.757,0,0,0,0,0.683,0,0,0.529
20190808,118,NYA,12,6,TOR02,1.031,1,40,12,3,0,3,6,2,germd001,Domingo German,1.8,1.109,0.654,0.703,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,gurrl001,Lourdes Gurriel,7,guerv002,Vladimir Guerrero,5,galvf001,Freddy Galvis,10,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,fishd001,Derek Fisher,8,mcgur002,Reese McGuire,2,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.8,1.6,0.8,1.25,0,0,0,0,0,0.2,0,0,0.2,0.6,0,0,0,3,0.754,1.254,0.88,0.583,0,0,0,0.728,0,0.754,0,0,0.739,0.803,0,0,0,0.429
20190809,119,NYA,2,8,TOR02,1.031,1,29,6,2,0,4,8,5,happj001,J.A. Happ,1.4,1.381,0.889,0.702,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,10,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,3,fishd001,Derek Fisher,7,jansd001,Danny Jansen,2,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0.75,0.25,0,0.333,0,3.417,0,1.25,0,0,0,0,0.25,0.25,0.75,1.667,0,0,0.755,1.29,0,0.75,0,0.709,0,0.721,0,0,0,0,0.729,0.8,0.681,0.627,0,0
20190810,120,NYA,4,5,TOR02,1.031,1,29,5,0,1,1,5,8,greec003,Chad Green,1,1.583,0.714,0.703,bichb001,Bo Bichette,10,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,galvf001,Freddy Galvis,6,fishd001,Derek Fisher,7,hernt002,Teoscar Hernandez,8,jansd001,Danny Jansen,2,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0.2,0,0.833,0,2.75,0,0,0,0.25,0,0,0.5,2.083,0,0.5,0,0,0.755,1.227,0,0.711,0,0.738,0,0.726,0,0.747,0,0,0.722,0.795,0,0.638,0,0
20190811,121,NYA,1,0,TOR02,1.031,1,29,4,0,0,0,0,0,tanam001,Masahiro Tanaka,0.375,1.353,0.833,0.703,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,10,galvf001,Freddy Galvis,4,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,fishd001,Derek Fisher,7,drurb001,Brandon Drury,5,mcgur002,Reese McGuire,2,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.667,0,0,0,0,0.667,0,0,0,0.748,1.151,0,0.737,0,0.754,0,0.72,0,0.743,0,0,0.718,0,0.682,0,0,0.84
20190812,122,TEX,4,19,TOR02,1.031,1,43,21,9,0,4,19,4,juraa001,Ariel Jurado,3.75,1.408,0.469,0.686,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,10,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,fishd001,Derek Fisher,7,drurb001,Brandon Drury,3,jansd001,Danny Jansen,2,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1.667,0,0.933,0,0.9,0,2,0,2.2,0,0,1,1.35,1.4,1.8,0,0,0,1.141,0,0.647,0,0.746,0,0.715,0,0.742,0,0,0.706,0.805,0.682,0.638,0,0
20190813,123,TEX,0,3,TOR02,1.031,1,30,6,1,0,3,3,4,lynnl001,Lance Lynn,1.4,1.204,0.842,0.684,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,10,hernt002,Teoscar Hernandez,8,mckib001,Billy McKinney,9,drurb001,Brandon Drury,7,mcgur002,Reese McGuire,2,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0.25,0,0,0,1.25,0,1.75,1.833,0.833,0,0,0.25,0.75,0,0,0,0,0,1.187,0,0,0,0.749,0,0.729,0.686,0.763,0,0,0.714,0.812,0.693,0,0,0.778
20190814,124,TEX,7,3,TOR02,1.031,1,34,6,2,1,0,2,4,allak001,Kolby Allard,1.346,1.463,0.714,0.685,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,10,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,tellr001,Rowdy Tellez,3,drurb001,Brandon Drury,5,fishd001,Derek Fisher,7,jansd001,Danny Jansen,2,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0.6,0,0,0,0.25,0,1.5,0,0,0.833,0,1.267,0,0,1,0,0,0,1.144,0,0.698,0,0.755,0,0.739,0,0,0.715,0,0.708,0.811,0.686,0.658,0,0
20190816,125,SEA,3,7,TOR02,1.031,1,33,11,2,0,4,7,1,wislm001,Matt Wisler,0,0.909,0.708,0.702,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,10,fishd001,Derek Fisher,7,jansd001,Danny Jansen,2,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1.667,0,1.25,0,1.833,0,0.75,0,0,1,1.75,0.5,1.667,0,0,0,1.109,0,0.612,0,0.75,0,0.744,0,0.764,0,0,0.716,0.8,0.678,0.662,0,0
20190817,126,SEA,4,3,TOR02,1.031,1,34,9,3,0,2,3,3,mcclr001,Reggie McClain,2,1,0.731,0.702,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,3,gricr001,Randal Grichuk,8,smoaj001,Justin Smoak,10,fishd001,Derek Fisher,7,mckib001,Billy McKinney,9,mcgur002,Reese McGuire,2,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1.4,0,0.25,0,0,0,0,0.5,1.75,0.5,0,0.5,0,0,0,0,2,0,1.054,0,0.704,0,0,0,0.752,0.705,0.764,0.717,0,0.721,0.811,0,0,0,0.7
20190818,127,SEA,7,0,TOR02,1.031,1,28,2,1,0,0,0,1,kikuy001,Yusei Kikuchi,0.333,1.548,0.9,0.702,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,smoaj001,Justin Smoak,3,tellr001,Rowdy Tellez,10,drurb001,Brandon Drury,5,jansd001,Danny Jansen,2,mckib001,Billy McKinney,7,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.667,0,0,0.333,0,0,0,1,0,0,0,0,1.075,0,0,0,0.756,0,0.745,0.701,0.771,0.714,0,0.717,0,0.679,0.673,0,0
20190820,128,LAN,16,3,LOS03,0.905,0,30,7,1,0,3,3,4,kersc001,Clayton Kershaw,1.5,1.005,0.789,0.725,bichb001,Bo Bichette,6,drurb001,Brandon Drury,4,guerv002,Vladimir Guerrero,5,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,smoaj001,Justin Smoak,3,jansd001,Danny Jansen,2,fishd001,Derek Fisher,7,boshb001,Buddy Boshers,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,2.5,0,1.667,0,0.333,0,0,0,0.75,0,0,0,2,0.5,0.25,0,0,0,1.027,0,0.667,0,0.749,0,0.745,0,0.765,0,0,0,0.809,0.682,0.666,0,0
20190821,129,LAN,2,1,LOS03,0.905,0,36,6,2,0,1,1,1,buehw001,Walker Buehler,0.714,1.045,0.792,0.725,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,9,tellr001,Rowdy Tellez,3,drurb001,Brandon Drury,5,mckib001,Billy McKinney,7,hernt002,Teoscar Hernandez,8,mcgur002,Reese McGuire,2,fontw001,Wilmer Font,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0.4,0,0,0,0,0,0.75,1.25,0,1.25,0,0.5,0,0,0,0,0,0,1.091,0,0,0,0.747,0,0.738,0.687,0,0.709,0,0.706,0,0.68,0,0,0.853
20190822,130,LAN,3,2,LOS03,0.905,0,31,5,0,0,1,2,1,maedk001,Kenta Maeda,0.833,1.156,0.733,0.726,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,3,gricr001,Randal Grichuk,8,mckib001,Billy McKinney,9,jansd001,Danny Jansen,2,fishd001,Derek Fisher,7,waguj001,Jacob Waguespack,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,2.25,0,0,0,0,0,1.056,0,0.724,0,0,0,0.738,0.698,0,0.717,0,0.703,0.818,0,0.662,0,0
20190823,131,SEA,7,4,SEA03,0.952,0,38,11,2,0,0,4,3,shefj001,Justus Sheffield,2.5,2,0.633,0.704,bichb001,Bo Bichette,6,fishd001,Derek Fisher,7,guerv002,Vladimir Guerrero,10,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,biggc002,Cavan Biggio,4,drurb001,Brandon Drury,5,mcgur002,Reese McGuire,2,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1.2,0,0.65,0,1.25,0,0.6,0,0.65,0,0,0.833,0.4,0,0,0,0.5,0,1.014,0,0.677,0,0.736,0,0.736,0,0.765,0,0,0.693,0.833,0.67,0,0,0.763
20190824,132,SEA,5,7,SEA03,0.952,0,32,7,4,0,2,7,8,hernf002,Felix Hernandez,1.154,1.518,0.773,0.703,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,10,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,mckib001,Billy McKinney,7,jansd001,Danny Jansen,2,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,2,0,0,0,2.75,0,0.9,0.75,0,0.9,0,0.4,0.2,0,0.5,0,0,0,1.023,0,0,0,0.742,0,0.735,0.701,0.764,0.707,0,0.695,0.828,0,0.656,0,0
20190825,133,SEA,3,1,SEA03,0.952,0,32,5,3,0,0,1,3,gonzm005,Marco Gonzales,0.714,1.388,0.792,0.704,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,10,tellr001,Rowdy Tellez,3,gricr001,Randal Grichuk,9,fishd001,Derek Fisher,7,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,5,mcgur002,Reese McGuire,2,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1.25,0,1.167,0,0,0,0,0,0,0.833,0,0.25,0.75,0,0,0,0,0,1.066,0,0.676,0,0.756,0,0.737,0,0,0.71,0,0.692,0.821,0.663,0,0,0.738
20190827,134,ATL,1,3,TOR02,1.031,1,30,10,0,0,1,3,4,sorom001,Mike Soroka,1.333,1.1,0.64,0.691,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,3,gricr001,Randal Grichuk,8,smoaj001,Justin Smoak,10,mckib001,Billy McKinney,9,mcgur002,Reese McGuire,2,fishd001,Derek Fisher,7,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0.5,0,0,0,0,0,0,0,2.417,0.5,0,1.417,1,0,0,0,2,0,1.073,0,0.707,0,0,0,0.731,0.702,0.756,0.712,0,0.686,0.82,0,0,0,0.689
20190828,135,ATL,9,4,TOR02,1.031,1,37,10,3,0,0,3,3,foltm001,Mike Foltynewicz,2.381,1.425,0.643,0.69,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,10,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,7,jansd001,Danny Jansen,2,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0.4,0,0,0,0.75,0,1.25,0,0.833,0.2,0,0.9,0.8,0.667,0.5,0,0,0,1.053,0,0,0,0.747,0,0.725,0,0.77,0.709,0,0.695,0.822,0.655,0.656,0,0
20190830,136,HOU,7,4,TOR02,1.031,1,33,8,1,0,3,4,7,milew001,Wade Miley,2.188,1.226,0.75,0.73,bichb001,Bo Bichette,6,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,smoaj001,Justin Smoak,10,drurb001,Brandon Drury,3,fishd001,Derek Fisher,7,mcgur002,Reese McGuire,2,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0.6,0,1.833,0,0.65,0,0.2,0,0.833,0,0,1.933,0.25,0,0,0,3,0,1.027,0,0.67,0,0.747,0,0.729,0,0.771,0,0,0.698,0.821,0.656,0,0,0.76
