game_date,game_number,opp_team,opp_runs,tor_runs,game_park_id,game_park_factor,tor_home,tor_atbats,tor_hits,tor_doubles,tor_triples,tor_homeruns,tor_rbi,tor_walks,opp_pitcher_start_id,opp_pitcher_start_name,opp_pitcher_whip_game,opp_pitcher_whip_todate,opp_team_der_game,opp_team_der_todate,tor_batting_1_id,tor_batting_1_name,tor_batting_1_pos,tor_batting_2_id,tor_batting_2_name,tor_batting_2_pos,tor_batting_3_id,tor_batting_3_name,tor_batting_3_pos,tor_batting_4_id,tor_batting_4_name,tor_batting_4_pos,tor_batting_5_id,tor_batting_5_name,tor_batting_5_pos,tor_batting_6_id,tor_batting_6_name,tor_batting_6_pos,tor_batting_7_id,tor_batting_7_name,tor_batting_7_pos,tor_batting_8_id,tor_batting_8_name,tor_batting_8_pos,tor_batting_9_id,tor_batting_9_name,tor_batting_9_pos,galvf001,bichb001,gurrl001,fishd001,pillk001,hernt002,davij007,gricr001,mckib001,smoaj001,tellr001,sogae001,biggc002,guerv002,drurb001,jansd001,maill001,mcgur002,galvf001_ops_game,bichb001_ops_game,gurrl001_ops_game,fishd001_ops_game,pillk001_ops_game,hernt002_ops_game,davij007_ops_game,gricr001_ops_game,mckib001_ops_game,smoaj001_ops_game,tellr001_ops_game,sogae001_ops_game,biggc002_ops_game,guerv002_ops_game,drurb001_ops_game,jansd001_ops_game,maill001_ops_game,mcgur002_ops_game,galvf001_ops_todate,bichb001_ops_todate,gurrl001_ops_todate,fishd001_ops_todate,pillk001_ops_todate,hernt002_ops_todate,davij007_ops_todate,gricr001_ops_todate,mckib001_ops_todate,smoaj001_ops_todate,tellr001_ops_todate,sogae001_ops_todate,biggc002_ops_todate,guerv002_ops_todate,drurb001_ops_todate,jansd001_ops_todate,maill001_ops_todate,mcgur002_ops_todate
20190607,63,ARI,8,2,TOR02,1.031,1,31,5,0,0,1,1,2,kellm002,Merrill Kelly,0.714,1.477,0.846,0.692,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,10,gricr001,Randal Grichuk,9,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,3,hernt002,Teoscar Hernandez,8,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0.667,0,1,0,0,1.667,0,0.5,0,0,0,0,0.25,0,0,0.333,0,0,0.692,0,0.79,0,0,0.569,0,0.725,0,0,0.725,0.846,0.693,0.774,0,0.498,0,0
20190608,64,ARI,6,0,TOR02,1.031,1,31,5,0,1,0,0,3,greiz001,Zack Greinke,1,0.952,0.75,0.694,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,10,gricr001,Randal Grichuk,9,gurrl001,Lourdes Gurriel,7,tellr001,Rowdy Tellez,3,hernt002,Teoscar Hernandez,8,drurb001,Brandon Drury,6,maill001,Luke Maile,2,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0.5,0,0,0,0.833,0,0,0.25,1,0.333,0,0,0,0,0,0.799,0,0,0.592,0,0.721,0,0.83,0.709,0,0.649,0.752,0.671,0,0.512,0
20190609,65,ARI,8,2,TOR02,1.031,1,34,7,3,0,1,2,1,ray-r002,Robbie Ray,0.968,1.431,0.7,0.695,sogae001,Eric Sogard,10,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,biggc002,Cavan Biggio,4,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.5,0,2,0,0,0.75,0,0,0,0.5,0,0,0,0,0,1.75,0,0,0.692,0,0.808,0,0,0.59,0,0.709,0,0.83,0,0.822,0.614,0,0.668,0.496,0,0
20190611,66,BAL,4,2,BAL12,1.088,0,31,5,1,0,1,2,4,meanj001,John Means,1.4,1.08,0.765,0.716,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.5,0,0.25,0,0,0.5,0,1.167,0,0,0,1.75,0,0.25,0.333,0,0,0,0.688,0,0.857,0,0,0.594,0,0.698,0,0.824,0,0.799,0,0.759,0.657,0.524,0,0
20190612,67,BAL,6,8,BAL12,1.088,0,38,10,3,0,1,7,6,hessd001,David Hess,2,1.544,0.679,0.716,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,smoaj001,Justin Smoak,3,hernt002,Teoscar Hernandez,8,tellr001,Rowdy Tellez,10,galvf001,Freddy Galvis,6,maill001,Luke Maile,2,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1.1,0,0,1,0,0,0,0.4,1.4,0,0.4,1.4,0,0,1.167,0,0.685,0,0.838,0,0,0.592,0,0.705,0,0.809,0.694,0,0.556,0.747,0,0,0.492,0
20190613,68,BAL,3,12,BAL12,1.088,0,42,17,3,0,3,12,4,ynoag001,Gabriel Ynoa,1.4,1.526,0.611,0.716,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,tellr001,Rowdy Tellez,10,hernt002,Teoscar Hernandez,8,biggc002,Cavan Biggio,9,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1.267,0,1.8,0,0,0.65,0,0,0,0.4,0.6,0.667,2.6,1.6,0,1.2,0,0,0.671,0,0.85,0,0,0.604,0,0,0,0.803,0.712,0.826,0.546,0.769,0,0.511,0,0
20190614,69,HOU,15,2,HOU03,1.083,0,32,5,1,0,0,2,2,coleg001,Gerrit Cole,0.833,1.01,0.737,0.747,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,tellr001,Rowdy Tellez,10,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,8,galvf001,Freddy Galvis,6,drurb001,Brandon Drury,9,maill001,Luke Maile,2,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1.417,0,0.5,0,0,0,0,0,0,0.25,0,0,0.75,0,0,0,0.667,0,0.681,0,0.893,0,0,0,0,0.691,0,0.794,0.71,0,0.729,0.792,0.651,0,0.52,0
20190615,70,HOU,7,2,HOU03,1.083,0,31,6,0,0,0,2,2,valdf001,Framber Valdez,1,1.266,0.727,0.747,sogae001,Eric Sogard,4,gricr001,Randal Grichuk,9,gurrl001,Lourdes Gurriel,7,hernt002,Teoscar Hernandez,8,tellr001,Rowdy Tellez,10,galvf001,Freddy Galvis,6,biggc002,Cavan Biggio,3,jansd001,Danny Jansen,2,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0.5,0,0,0,0,0,1.167,0.5,0,0.667,0,0,0,0.691,0,0.879,0,0,0.606,0,0.681,0,0,0.695,0.804,0.732,0,0.638,0.532,0,0
20190616,71,HOU,0,12,HOU03,1.083,0,40,14,3,1,5,12,4,peacb001,Brad Peacock,1.6,1.106,0.7,0.747,sogae001,Eric Sogard,5,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,tellr001,Rowdy Tellez,3,hernt002,Teoscar Hernandez,8,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1.8,0,1.65,0,0,2.6,0,0.9,0,0,1,2.467,1,0.4,0,0,0,0,0.696,0,0.85,0,0,0.607,0,0.671,0,0,0.682,0.811,0.716,0.796,0,0.522,0,0
20190617,72,ANA,10,5,TOR02,1.031,1,34,8,0,0,3,5,3,garcl005,Luis Garcia,1,1.802,0.783,0.713,sogae001,Eric Sogard,10,biggc002,Cavan Biggio,7,guerv002,Vladimir Guerrero,5,tellr001,Rowdy Tellez,3,hernt002,Teoscar Hernandez,8,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,drurb001,Brandon Drury,4,maill001,Luke Maile,2,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1.75,0,0,0,0.8,5,0,0,0,0,0,0.718,0,0,0,0,0.656,0,0.674,0,0,0.69,0.847,0.739,0.784,0.639,0,0.525,0
20190618,73,ANA,3,1,TOR02,1.031,1,29,3,0,0,1,1,0,skagt001,Tyler Skaggs,0.423,1.445,0.9,0.714,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,9,gricr001,Randal Grichuk,8,tellr001,Rowdy Tellez,3,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,drurb001,Brandon Drury,5,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1.667,0,0,0,0,0.667,0,0,0.667,0,0,0,0,0,0,0,0.722,0,0.875,0,0,0,0,0.69,0,0,0.677,0.845,0.895,0.765,0.626,0.507,0,0
20190619,74,ANA,11,6,TOR02,1.031,1,33,6,2,0,2,6,7,heana001,Andrew Heaney,2.5,0.991,0.818,0.716,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,8,galvf001,Freddy Galvis,6,biggc002,Cavan Biggio,4,jansd001,Danny Jansen,2,tellr001,Rowdy Tellez,3,drurb001,Brandon Drury,9,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.75,0,0.2,0,0,0,0,0.2,0,0,2.5,0.8,0.25,1.267,0,0.5,0,0,0.714,0,0.894,0,0,0,0,0.69,0,0,0.677,0.826,0.856,0.747,0.618,0.498,0,0
20190620,75,ANA,5,7,TOR02,1.031,1,36,12,3,0,4,7,6,suarj001,Jose Suarez,2.2,1.37,0.619,0.717,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,hernt002,Teoscar Hernandez,8,gricr001,Randal Grichuk,9,tellr001,Rowdy Tellez,3,galvf001,Freddy Galvis,6,maill001,Luke Maile,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,2,0,0,1,0,1,0,0,0.5,3.333,0.2,0.2,0,0,0,0,0.714,0,0.872,0,0,0.649,0,0.682,0,0,0.71,0.825,0.828,0.759,0,0,0.501,0
20190621,76,BOS,7,5,BOS07,1.063,0,40,11,0,0,1,5,5,salec001,Chris Sale,1.8,0.977,0.583,0.698,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,hernt002,Teoscar Hernandez,8,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,mckib001,Billy McKinney,3,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0.8,0,0,0,0,0.4,0,2.3,0.2,0,0,1.333,0,0.4,0.5,0,0,0,0.719,0,0.914,0,0,0.659,0,0.688,0.666,0,0,0.873,0,0.745,0.606,0.5,0,0
20190622,77,BOS,7,8,BOS07,1.063,0,37,10,0,0,2,6,5,johnb004,Brian Johnson,0.8,2.892,0.652,0.696,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,hernt002,Teoscar Hernandez,8,biggc002,Cavan Biggio,4,galvf001,Freddy Galvis,6,tellr001,Rowdy Tellez,3,maill001,Luke Maile,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1.25,0,0.8,0,0,0.8,0,0,0,0,1.833,0.2,0.8,1.1,0,0,0.333,0,0.72,0,0.881,0,0,0.656,0,0.712,0,0,0.713,0.888,0.806,0.736,0,0,0.479,0
20190623,78,BOS,1,6,BOS07,1.063,0,36,10,4,0,1,5,5,porcr001,Rick Porcello,2,1.351,0.69,0.696,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,9,galvf001,Freddy Galvis,6,gricr001,Randal Grichuk,8,tellr001,Rowdy Tellez,3,drurb001,Brandon Drury,5,jansd001,Danny Jansen,2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1.267,0,1.4,0,0,0,0,0,0,0,1.75,1,0.9,0,0.833,0.5,0,0,0.728,0,0.878,0,0,0,0,0.7,0,0,0.729,0.872,0.805,0.745,0.604,0.489,0,0
20190624,79,NYA,10,8,NYC21,0.816,0,40,14,3,0,2,8,2,sabac001,CC Sabathia,1.333,1.38,0.52,0.716,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,8,tellr001,Rowdy Tellez,3,galvf001,Freddy Galvis,6,mckib001,Billy McKinney,9,maill001,Luke Maile,2,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1.4,0,1.4,0,0,0,0,1.4,0,0,1.15,0.933,0.4,1.4,0,0,0,0,0.735,0,0.895,0,0,0,0,0.691,0.658,0,0.745,0.876,0.81,0.725,0,0,0.477,0
20190625,80,NYA,4,3,NYC21,0.816,0,33,7,2,0,0,3,0,greec003,Chad Green,0,1.783,0.682,0.713,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,hernt002,Teoscar Hernandez,8,tellr001,Rowdy Tellez,3,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0.5,0,1,0,0,0,0,0.5,0,0,0,0,1,0.5,0,1,0,0,0.747,0,0.912,0,0,0.659,0,0.702,0,0,0.752,0.879,0.787,0.742,0,0.49,0,0
20190626,81,NYA,8,7,NYC21,0.816,0,36,13,1,0,3,7,4,paxtj001,James Paxton,2.927,1.382,0.583,0.713,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,gricr001,Randal Grichuk,9,tellr001,Rowdy Tellez,3,hernt002,Teoscar Hernandez,8,galvf001,Freddy Galvis,6,drurb001,Brandon Drury,5,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0.5,0,2.6,0,0,0,0,0.65,0,0,0.5,0,1.55,0.2,0.5,3,0,0,0.744,0,0.914,0,0,0.646,0,0.699,0,0,0.739,0,0.794,0.737,0.608,0.498,0,0
20190628,82,KCA,2,6,TOR02,1.031,1,33,9,0,0,4,6,2,duffd001,Danny Duffy,1.29,1.368,0.762,0.694,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,hernt002,Teoscar Hernandez,8,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0.5,0,2.5,0,0,0,0,1.25,0,0.833,0,1.75,0.25,0.5,0,0.667,0,0,0.74,0,0.965,0,0,0.633,0,0.699,0,0.787,0,0.864,0.828,0.726,0,0.542,0,0
20190629,83,KCA,5,7,TOR02,1.031,1,29,6,0,0,3,7,7,bailh001,Homer Bailey,1.8,1.412,0.8,0.695,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,10,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,9,smoaj001,Justin Smoak,3,galvf001,Freddy Galvis,6,gricr001,Randal Grichuk,8,drurb001,Brandon Drury,5,jansd001,Danny Jansen,2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0.833,0,0,0,0,0.5,0,0,0,1.417,1.833,1.833,0.333,1.25,0,0,0.737,0,1.002,0,0,0,0,0.706,0,0.787,0,0.882,0.809,0.722,0.606,0.544,0,0
20190630,84,KCA,7,6,TOR02,1.031,1,34,8,0,1,2,6,3,kellb003,Brad Keller,2,1.41,0.778,0.695,sogae001,Eric Sogard,5,smoaj001,Justin Smoak,10,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,hernt002,Teoscar Hernandez,8,tellr001,Rowdy Tellez,3,galvf001,Freddy Galvis,6,drurb001,Brandon Drury,9,maill001,Luke Maile,2,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0.25,0,0.5,0,0,0.5,0,0,0,2,0.5,0.8,0,0,0.333,0,1.333,0,0.727,0,1,0,0,0.62,0,0,0,0.774,0.732,0.891,0.842,0,0.604,0,0.458,0
20190701,85,KCA,4,11,TOR02,1.031,1,39,18,4,0,3,11,4,sparg001,Glenn Sparkman,3.333,1.34,0.545,0.696,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,9,tellr001,Rowdy Tellez,3,hernt002,Teoscar Hernandez,8,galvf001,Freddy Galvis,6,jansd001,Danny Jansen,2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,3.25,0,1.8,0,0,1.4,0,1.6,0,0,0.4,0.65,1.4,1.267,0,0,0,0,0.723,0,0.989,0,0,0.618,0,0.706,0,0,0.728,0.888,0.811,0.742,0,0.56,0,0
20190702,86,BOS,10,6,TOR02,1.031,1,33,8,3,0,1,6,6,pricd001,David Price,1.333,1.134,0.696,0.687,sogae001,Eric Sogard,10,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,8,biggc002,Cavan Biggio,4,galvf001,Freddy Galvis,6,drurb001,Brandon Drury,9,jansd001,Danny Jansen,2,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0.5,0,0.4,0,0,0,0,0.5,0,0,0,0.4,1.25,0.9,0.25,2.5,0,0,0.755,0,1.009,0,0,0,0,0.719,0,0.801,0,0.884,0.837,0.751,0.602,0.548,0,0
20190703,87,BOS,3,6,TOR02,1.031,1,32,11,3,0,3,6,5,salec001,Chris Sale,2.115,1.029,0.636,0.687,galvf001,Freddy Galvis,6,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,8,smoaj001,Justin Smoak,10,jansd001,Danny Jansen,2,tellr001,Rowdy Tellez,3,drurb001,Brandon Drury,9,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,2.133,0,1,0,0,0,0,0,0,1.25,1.75,0,0.25,0.2,2.5,1.25,0,0,0.752,0,1.002,0,0,0,0,0.717,0,0.785,0.722,0,0.851,0.754,0.598,0.588,0,0
20190704,88,BOS,8,7,TOR02,1.031,1,38,11,5,0,3,7,5,velah001,Hector Velazquez,3.333,1.342,0.714,0.687,sogae001,Eric Sogard,9,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,smoaj001,Justin Smoak,3,tellr001,Rowdy Tellez,10,hernt002,Teoscar Hernandez,8,jansd001,Danny Jansen,2,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1.6,0,0,0,0,0.5,0,0,0,1.267,0.4,0.6,0.6,0,1.25,3.25,0,0,0.768,0,1.003,0,0,0.637,0,0,0,0.791,0.736,0.877,0.835,0,0.629,0.601,0,0
20190705,89,BAL,4,1,TOR02,1.031,1,31,4,1,1,1,1,2,bundd001,Dylan Bundy,0.806,1.378,0.864,0.706,sogae001,Eric Sogard,9,galvf001,Freddy Galvis,6,guerv002,Vladimir Guerrero,5,biggc002,Cavan Biggio,4,jansd001,Danny Jansen,2,smoaj001,Justin Smoak,3,drurb001,Brandon Drury,7,tellr001,Rowdy Tellez,10,hernt002,Teoscar Hernandez,8,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0.25,2.667,1,0,0,0.781,0,0,0,0,0.634,0,0,0,0.799,0.729,0.871,0.835,0.74,0.64,0.653,0,0
20190706,90,BAL,8,1,TOR02,1.031,1,30,3,0,0,0,1,1,casha001,Andrew Cashner,0.429,1.257,0.864,0.707,galvf001,Freddy Galvis,6,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,jansd001,Danny Jansen,10,smoaj001,Justin Smoak,3,drurb001,Brandon Drury,9,hernt002,Teoscar Hernandez,8,maill001,Luke Maile,2,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.5,0.667,0,0,0.667,0,0.777,0,0.977,0,0,0.639,0,0,0,0.786,0,0,0.809,0.733,0.658,0.659,0.484,0
20190707,91,BAL,1,6,TOR02,1.031,1,32,9,3,1,1,6,4,wojca001,Asher Wojciechowski,1.707,1.373,0.636,0.709,sogae001,Eric Sogard,9,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,jansd001,Danny Jansen,2,tellr001,Rowdy Tellez,10,hernt002,Teoscar Hernandez,8,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1.5,0,1.75,0,0,0.5,0,0,0,0.5,0.75,0,0.25,1.25,0,1.25,0,0,0.768,0,0.965,0,0,0.63,0,0,0,0.777,0.721,0.857,0.799,0.733,0,0.65,0,0
20190712,92,NYA,4,0,NYC21,0.816,0,32,6,0,0,0,0,0,germd001,Domingo German,0.5,1.113,0.727,0.705,sogae001,Eric Sogard,10,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,jansd001,Danny Jansen,2,hernt002,Teoscar Hernandez,8,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0,0.667,0,0,0.775,0,0.981,0,0,0.628,0,0.708,0,0.776,0,0.842,0.786,0.741,0,0.661,0,0
20190713,93,NYA,1,2,NYC21,0.816,0,35,8,1,0,0,2,2,happj001,J.A. Happ,1.176,1.298,0.692,0.705,sogae001,Eric Sogard,9,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,guerv002,Vladimir Guerrero,10,gricr001,Randal Grichuk,8,tellr001,Rowdy Tellez,3,drurb001,Brandon Drury,5,maill001,Luke Maile,2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0.25,0,0.5,0,0,0,0,1,0,0,0.5,0.6,0.833,0.5,0.5,0,0,0,0.772,0,0.962,0,0,0,0,0.702,0,0,0.721,0.845,0.778,0.737,0.65,0,0.49,0
20190714,94,NYA,4,2,NYC21,0.816,0,35,6,0,0,2,2,1,tanam001,Masahiro Tanaka,0.667,1.213,0.826,0.705,sogae001,Eric Sogard,4,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,10,guerv002,Vladimir Guerrero,5,smoaj001,Justin Smoak,3,gricr001,Randal Grichuk,9,jansd001,Danny Jansen,2,hernt002,Teoscar Hernandez,8,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0.5,0,0.5,0,0,0,0,1.25,0,0,0,1.833,0,0,0,1,0,0,0.767,0,0.953,0,0,0.62,0,0.705,0,0.767,0,0.84,0.779,0.733,0,0.661,0,0
20190715,95,BOS,10,8,BOS07,1.063,0,40,13,3,0,1,8,0,porcr001,Rick Porcello,1.333,1.484,0.684,0.687,sogae001,Eric Sogard,10,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,biggc002,Cavan Biggio,4,gricr001,Randal Grichuk,8,smoaj001,Justin Smoak,3,jansd001,Danny Jansen,2,mckib001,Billy McKinney,9,drurb001,Brandon Drury,5,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0.8,0,0,0,0,0,0,1.35,1.75,0.6,0,1.4,0.4,0,0.583,0.5,0,0,0.764,0,0.944,0,0,0,0,0.712,0.641,0.756,0,0.853,0.758,0,0.645,0.667,0,0
20190716,96,BOS,4,10,BOS07,1.063,0,38,14,3,2,2,9,3,casha001,Andrew Cashner,2,1.197,0.613,0.687,sogae001,Eric Sogard,4,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,10,gricr001,Randal Grichuk,9,jansd001,Danny Jansen,2,smoaj001,Justin Smoak,3,galvf001,Freddy Galvis,6,hernt002,Teoscar Hernandez,8,mckib001,Billy McKinney,7,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1.8,0,0,1.25,0,0.6,1,2.467,0,1,0,0.65,0,0.65,0,0,0.765,0,0.923,0,0,0.614,0,0.72,0.669,0.754,0,0.863,0,0.722,0,0.664,0,0
20190717,97,BOS,5,4,BOS07,1.063,0,32,5,0,0,3,4,7,rodre004,Eduardo Rodriguez,0.984,1.363,0.895,0.686,sogae001,Eric Sogard,7,guerv002,Vladimir Guerrero,5,gurrl001,Lourdes Gurriel,10,gricr001,Randal Grichuk,9,biggc002,Cavan Biggio,4,smoaj001,Justin Smoak,3,galvf001,Freddy Galvis,6,hernt002,Teoscar Hernandez,8,maill001,Luke Maile,2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1.4,0,0,5,0,0.4,0,0.5,0,0.2,0.5,0,0,0,0,0,0.767,0,0.942,0,0,0.626,0,0.718,0,0.775,0,0.866,0.746,0.721,0,0,0.471,0
20190718,98,BOS,5,0,BOS07,1.063,0,28,2,0,0,0,0,2,salec001,Chris Sale,0.667,1.113,0.846,0.687,galvf001,Freddy Galvis,6,gricr001,Randal Grichuk,9,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,jansd001,Danny Jansen,2,guerv002,Vladimir Guerrero,10,hernt002,Teoscar Hernandez,8,biggc002,Cavan Biggio,4,drurb001,Brandon Drury,5,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.333,0.333,0.667,0.333,0,0,0.759,0,0.953,0,0,0.67,0,0.716,0,0.771,0,0,0.744,0.707,0.644,0.664,0,0
20190719,99,DET,1,12,DET05,1.107,0,42,15,2,0,1,11,5,zimmj003,Jordan Zimmermann,3.438,1.631,0.517,0.691,sogae001,Eric Sogard,4,galvf001,Freddy Galvis,6,gurrl001,Lourdes Gurriel,7,smoaj001,Justin Smoak,3,guerv002,Vladimir Guerrero,5,biggc002,Cavan Biggio,10,jansd001,Danny Jansen,2,mckib001,Billy McKinney,9,hernt002,Teoscar Hernandez,8,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1.4,0,0.4,0,0,1.85,0,0,0.65,0.4,0,1.167,0.65,1.2,0,0.4,0,0,0.75,0,0.936,0,0,0.661,0,0,0.678,0.768,0,0.855,0.738,0.704,0,0.661,0,0
