"game_date","game_number","opp_team","opp_runs","tor_runs","game_park_id","tor_atbats","tor_hits","tor_doubles","tor_triples","tor_homeruns","tor_rbi","tor_walks","opp_pitcher_start_id","opp_pitcher_start_name","opp_pitcher_whip","tor_batting_1_id","tor_batting_1_name","tor_batting_1_pos","tor_batting_2_id","tor_batting_2_name","tor_batting_2_pos","tor_batting_3_id","tor_batting_3_name","tor_batting_3_pos","tor_batting_4_id","tor_batting_4_name","tor_batting_4_pos","tor_batting_5_id","tor_batting_5_name","tor_batting_5_pos","tor_batting_6_id","tor_batting_6_name","tor_batting_6_pos","tor_batting_7_id","tor_batting_7_name","tor_batting_7_pos","tor_batting_8_id","tor_batting_8_name","tor_batting_8_pos","tor_batting_9_id","tor_batting_9_name","tor_batting_9_pos","galvf001","bichb001","gurrl001","fishd001","pillk001","hernt002","davij007","gricr001","mckib001","smoaj001","tellr001","sogae001","biggc002","guerv002","drurb001","jansd001","maill001","mcgur002","galvf001_ops_game","bichb001_ops_game","gurrl001_ops_game","fishd001_ops_game","pillk001_ops_game","hernt002_ops_game","davij007_ops_game","gricr001_ops_game","mckib001_ops_game","smoaj001_ops_game","tellr001_ops_game","sogae001_ops_game","biggc002_ops_game","guerv002_ops_game","drurb001_ops_game","jansd001_ops_game","maill001_ops_game","mcgur002_ops_game","galvf001_ops_todate","bichb001_ops_todate","gurrl001_ops_todate","fishd001_ops_todate","pillk001_ops_todate","hernt002_ops_todate","davij007_ops_todate","gricr001_ops_todate","mckib001_ops_todate","smoaj001_ops_todate","tellr001_ops_todate","sogae001_ops_todate","biggc002_ops_todate","guerv002_ops_todate","drurb001_ops_todate","jansd001_ops_todate","maill001_ops_todate","mcgur002_ops_todate","galvf001_ops_season","bichb001_ops_season","gurrl001_ops_season","fishd001_ops_season","pillk001_ops_season","hernt002_ops_season","davij007_ops_season","gricr001_ops_season","mckib001_ops_season","smoaj001_ops_season","tellr001_ops_season","sogae001_ops_season","biggc002_ops_season","guerv002_ops_season","drurb001_ops_season","jansd001_ops_season","maill001_ops_season","mcgur002_ops_season"
20190528,55,"TBA",3,1,"STP01",32,6,2,0,0,1,2,"stanr002","Ryne Stanek",1.299,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"gurrl001","Lourdes Gurriel",7,"drurb001","Brandon Drury",6,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.867,0.0,0.0,0.0,0.309,0.694,0.0,0.838,0.749,0.792,0.0,0.703,0.644,0.483,0.0,0.0,0.0,0.0,0.868,0.0,0.0,0.0,0.531,0.737,0.0,0.748,0.742,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190529,56,"TBA",4,3,"STP01",42,12,3,0,1,3,5,"snelb001","Blake Snell",1.271,"sogae001","Eric Sogard",4,"gurrl001","Lourdes Gurriel",7,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",5,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0.6,0.0,1.167,0.0,0.0,0.0,1.0,0.4,0.0,1.0,0.65,0.667,0.0,0.0,1.0,0.4,0.0,0.0,0.742,0.0,0.895,0.0,0.0,0.0,0.341,0.691,0.0,0.841,0.747,0.786,0.0,0.0,0.654,0.483,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.531,0.737,0.0,0.748,0.742,0.81,0.0,0.0,0.642,0.639,0.0,0.0
20190531,57,"COL",13,6,"DEN02",34,11,2,0,2,6,5,"marqg001","German Marquez",1.201,"galvf001","Freddy Galvis",6,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"biggc002","Cavan Biggio",4,"davij007","Jonathan Davis",8,"maill001","Luke Maile",2,"jacke001","Edwin Jackson",1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0.2,0.0,0.6,0.0,0.0,0.0,1.25,1.2,0.0,0.0,0.0,0.0,1.0,2.55,0.0,0.0,0.833,0.0,0.732,0.0,0.874,0.0,0.0,0.0,0.405,0.7,0.0,0.0,0.739,0.0,0.76,0.781,0.0,0.0,0.476,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.531,0.737,0.0,0.0,0.742,0.0,0.793,0.772,0.0,0.0,0.44,0.0
20190601,58,"COL",4,2,"DEN02",32,4,2,0,1,2,3,"grayj003","Jon Gray",1.353,"galvf001","Freddy Galvis",6,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"biggc002","Cavan Biggio",4,"jansd001","Danny Jansen",2,"davij007","Jonathan Davis",8,"strom001","Marcus Stroman",1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.5,0.75,0.0,1.167,0.0,0.0,0.717,0.0,0.854,0.0,0.0,0.0,0.38,0.688,0.0,0.851,0.0,0.0,0.748,0.78,0.0,0.5,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.531,0.737,0.0,0.748,0.0,0.0,0.793,0.772,0.0,0.639,0.0,0.0
20190602,59,"COL",5,1,"DEN02",33,6,0,0,0,1,4,"senza001","Antonio Senzatela",1.755,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",8,"biggc002","Cavan Biggio",9,"drurb001","Brandon Drury",7,"galvf001","Freddy Galvis",6,"maill001","Luke Maile",2,"sanca006","Aaron Sanchez",1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.8,0.25,0.5,0.25,0.0,1.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.676,0.0,0.858,0.0,0.781,0.681,0.771,0.651,0.0,0.505,0.0,0.734,0.0,0.0,0.0,0.0,0.0,0.0,0.737,0.0,0.748,0.0,0.81,0.793,0.772,0.642,0.0,0.44,0.0
20190604,60,"NYA",3,4,"TOR02",31,8,1,0,2,4,2,"tanam001","Masahiro Tanaka",1.242,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",8,"biggc002","Cavan Biggio",9,"gurrl001","Lourdes Gurriel",7,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1.667,0.0,0.25,0.0,0.0,0.0,0.0,1.25,0.0,0.833,0.5,1.75,0.25,0.5,0.0,0.0,0.0,0.0,0.718,0.0,0.818,0.0,0.0,0.0,0.0,0.686,0.0,0.858,0.725,0.81,0.631,0.762,0.0,0.489,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.748,0.742,0.81,0.793,0.772,0.0,0.639,0.0,0.0
20190605,61,"NYA",7,11,"TOR02",35,10,2,0,4,10,6,"paxtj001","James Paxton",1.285,"gurrl001","Lourdes Gurriel",7,"guerv002","Vladimir Guerrero",10,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",9,"drurb001","Brandon Drury",5,"hernt002","Teoscar Hernandez",8,"biggc002","Cavan Biggio",4,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0.0,0.0,0.4,0.0,0.0,1.2,0.0,2.6,0.0,0.0,0.0,0.0,1.25,1.85,1.4,0.833,0.0,0.0,0.705,0.0,0.804,0.0,0.0,0.585,0.0,0.72,0.0,0.837,0.0,0.0,0.692,0.798,0.671,0.498,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.0,0.0,0.793,0.772,0.642,0.639,0.0,0.0
20190606,62,"NYA",6,2,"TOR02",34,8,1,0,1,1,0,"happj001","J.A. Happ",1.297,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",10,"gurrl001","Lourdes Gurriel",7,"hernt002","Teoscar Hernandez",8,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",9,"maill001","Luke Maile",2,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,0.667,0.0,0.667,0.0,0.692,0.0,0.79,0.0,0.0,0.569,0.0,0.724,0.0,0.829,0.0,0.846,0.0,0.774,0.671,0.0,0.512,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.0,0.81,0.0,0.772,0.642,0.0,0.44,0.0
20190607,63,"ARI",8,2,"TOR02",31,5,0,0,1,1,2,"kellm002","Merrill Kelly",1.316,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",10,"gricr001","Randal Grichuk",9,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",3,"hernt002","Teoscar Hernandez",8,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0.667,0.0,1.0,0.0,0.0,1.667,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.333,0.0,0.0,0.692,0.0,0.799,0.0,0.0,0.592,0.0,0.721,0.0,0.0,0.709,0.822,0.649,0.752,0.0,0.496,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.0,0.639,0.0,0.0
20190608,64,"ARI",6,0,"TOR02",31,5,0,1,0,0,3,"greiz001","Zack Greinke",0.985,"biggc002","Cavan Biggio",4,"guerv002","Vladimir Guerrero",5,"smoaj001","Justin Smoak",10,"gricr001","Randal Grichuk",9,"gurrl001","Lourdes Gurriel",7,"tellr001","Rowdy Tellez",3,"hernt002","Teoscar Hernandez",8,"drurb001","Brandon Drury",6,"maill001","Luke Maile",2,0,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.833,0.0,0.0,0.25,1.0,0.333,0.0,0.0,0.0,0.0,0.0,0.808,0.0,0.0,0.59,0.0,0.709,0.0,0.831,0.694,0.0,0.614,0.758,0.668,0.0,0.492,0.0,0.0,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.0,0.793,0.772,0.642,0.0,0.44,0.0
20190609,65,"ARI",8,2,"TOR02",34,7,3,0,1,2,1,"ray-r002","Robbie Ray",1.344,"sogae001","Eric Sogard",10,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"smoaj001","Justin Smoak",3,"hernt002","Teoscar Hernandez",8,"biggc002","Cavan Biggio",4,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,"drurb001","Brandon Drury",5,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0.5,0.0,2.0,0.0,0.0,0.75,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.688,0.0,0.857,0.0,0.0,0.594,0.0,0.698,0.0,0.823,0.0,0.799,0.556,0.0,0.658,0.524,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.0,0.81,0.793,0.0,0.642,0.639,0.0,0.0
20190611,66,"BAL",4,2,"BAL12",31,5,1,0,1,2,4,"meanj001","John Means",1.135,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",10,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"smoaj001","Justin Smoak",3,"hernt002","Teoscar Hernandez",8,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,"drurb001","Brandon Drury",5,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0.5,0.0,0.25,0.0,0.0,0.5,0.0,1.167,0.0,0.0,0.0,1.75,0.0,0.25,0.333,0.0,0.0,0.0,0.685,0.0,0.838,0.0,0.0,0.592,0.0,0.704,0.0,0.809,0.0,0.826,0.0,0.748,0.655,0.511,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.0,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190612,67,"BAL",6,8,"BAL12",38,10,3,0,1,7,6,"hessd001","David Hess",1.55,"biggc002","Cavan Biggio",4,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"smoaj001","Justin Smoak",3,"hernt002","Teoscar Hernandez",8,"tellr001","Rowdy Tellez",10,"galvf001","Freddy Galvis",6,"maill001","Luke Maile",2,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.0,0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.4,1.4,0.0,0.4,1.4,0.0,0.0,1.167,0.0,0.671,0.0,0.85,0.0,0.0,0.605,0.0,0.691,0.0,0.803,0.712,0.0,0.547,0.769,0.0,0.0,0.52,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.742,0.0,0.793,0.772,0.0,0.0,0.44,0.0
20190613,68,"BAL",3,12,"BAL12",42,17,3,0,3,12,4,"ynoag001","Gabriel Ynoa",1.379,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"smoaj001","Justin Smoak",3,"tellr001","Rowdy Tellez",10,"hernt002","Teoscar Hernandez",8,"biggc002","Cavan Biggio",9,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1.267,0.0,1.8,0.0,0.0,0.65,0.0,0.0,0.0,0.4,0.6,0.667,2.6,1.6,0.0,1.2,0.0,0.0,0.681,0.0,0.893,0.0,0.0,0.607,0.0,0.0,0.0,0.795,0.71,0.819,0.729,0.792,0.0,0.532,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.0,0.0,0.748,0.742,0.81,0.793,0.772,0.0,0.639,0.0,0.0
20190614,69,"HOU",15,2,"HOU03",32,5,1,0,0,2,2,"coleg001","Gerrit Cole",0.896,"biggc002","Cavan Biggio",4,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"tellr001","Rowdy Tellez",10,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",9,"maill001","Luke Maile",2,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1.417,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.667,0.0,0.691,0.0,0.88,0.0,0.0,0.0,0.0,0.681,0.0,0.787,0.696,0.0,0.732,0.796,0.638,0.0,0.525,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.748,0.742,0.0,0.793,0.772,0.642,0.0,0.44,0.0
20190615,70,"HOU",7,2,"HOU03",31,6,0,0,0,2,2,"valdf001","Framber Valdez",1.681,"sogae001","Eric Sogard",4,"gricr001","Randal Grichuk",9,"gurrl001","Lourdes Gurriel",7,"hernt002","Teoscar Hernandez",8,"tellr001","Rowdy Tellez",10,"galvf001","Freddy Galvis",6,"biggc002","Cavan Biggio",3,"jansd001","Danny Jansen",2,"drurb001","Brandon Drury",5,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.167,0.5,0.0,0.667,0.0,0.0,0.0,0.696,0.0,0.85,0.0,0.0,0.607,0.0,0.67,0.0,0.0,0.682,0.812,0.715,0.0,0.638,0.522,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.0,0.642,0.639,0.0,0.0
20190616,71,"HOU",0,12,"HOU03",40,14,3,1,5,12,4,"peacb001","Brad Peacock",1.195,"sogae001","Eric Sogard",5,"guerv002","Vladimir Guerrero",10,"gurrl001","Lourdes Gurriel",7,"tellr001","Rowdy Tellez",3,"hernt002","Teoscar Hernandez",8,"biggc002","Cavan Biggio",4,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1.8,0.0,1.65,0.0,0.0,2.6,0.0,0.9,0.0,0.0,1.0,2.467,1.0,0.4,0.0,0.0,0.0,0.0,0.718,0.0,0.877,0.0,0.0,0.656,0.0,0.674,0.0,0.0,0.69,0.847,0.74,0.784,0.0,0.507,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.0,0.639,0.0,0.0
20190617,72,"ANA",10,5,"TOR02",34,8,0,0,3,5,3,"garcl005","Luis Garcia",1.516,"sogae001","Eric Sogard",10,"biggc002","Cavan Biggio",7,"guerv002","Vladimir Guerrero",5,"tellr001","Rowdy Tellez",3,"hernt002","Teoscar Hernandez",8,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",4,"maill001","Luke Maile",2,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0,0.722,0.0,0.0,0.0,0.0,0.649,0.0,0.69,0.0,0.0,0.676,0.846,0.895,0.765,0.627,0.0,0.502,0.0,0.734,0.0,0.0,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.642,0.0,0.44,0.0
20190618,73,"ANA",3,1,"TOR02",29,3,0,0,1,1,0,"skagt001","Tyler Skaggs",1.275,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",10,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",9,"gricr001","Randal Grichuk",8,"tellr001","Rowdy Tellez",3,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,"drurb001","Brandon Drury",5,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.0,0.0,1.667,0.0,0.0,0.0,0.0,0.667,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.0,0.894,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.676,0.826,0.856,0.747,0.617,0.498,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.642,0.639,0.0,0.0
20190619,74,"ANA",11,6,"TOR02",33,6,2,0,2,6,7,"heana001","Andrew Heaney",1.293,"sogae001","Eric Sogard",10,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",8,"galvf001","Freddy Galvis",6,"biggc002","Cavan Biggio",4,"jansd001","Danny Jansen",2,"tellr001","Rowdy Tellez",3,"drurb001","Brandon Drury",9,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.75,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.5,0.8,0.25,1.267,0.0,0.5,0.0,0.0,0.714,0.0,0.872,0.0,0.0,0.0,0.0,0.683,0.0,0.0,0.71,0.825,0.828,0.758,0.606,0.5,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.642,0.639,0.0,0.0
20190620,75,"ANA",5,7,"TOR02",36,12,3,0,4,7,6,"suarj001","Jose Suarez",1.642,"sogae001","Eric Sogard",10,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"hernt002","Teoscar Hernandez",8,"gricr001","Randal Grichuk",9,"tellr001","Rowdy Tellez",3,"galvf001","Freddy Galvis",6,"maill001","Luke Maile",2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,3.333,0.2,0.2,0.0,0.0,0.0,0.0,0.718,0.0,0.914,0.0,0.0,0.659,0.0,0.688,0.0,0.0,0.71,0.874,0.798,0.745,0.0,0.0,0.479,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.0,0.0,0.44,0.0
20190621,76,"BOS",7,5,"BOS07",40,11,0,0,1,5,5,"salec001","Chris Sale",1.088,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",10,"gurrl001","Lourdes Gurriel",7,"hernt002","Teoscar Hernandez",8,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,"mckib001","Billy McKinney",3,"drurb001","Brandon Drury",5,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,2.3,0.2,0.0,0.0,1.333,0.0,0.4,0.5,0.0,0.0,0.0,0.72,0.0,0.882,0.0,0.0,0.656,0.0,0.712,0.653,0.0,0.0,0.887,0.0,0.736,0.604,0.49,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.696,0.0,0.0,0.81,0.0,0.772,0.642,0.639,0.0,0.0
20190622,77,"BOS",7,8,"BOS07",37,10,0,0,2,6,5,"johnb004","Brian Johnson",1.895,"sogae001","Eric Sogard",10,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"hernt002","Teoscar Hernandez",8,"biggc002","Cavan Biggio",4,"galvf001","Freddy Galvis",6,"tellr001","Rowdy Tellez",3,"maill001","Luke Maile",2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1.25,0.0,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,1.833,0.2,0.8,1.1,0.0,0.0,0.333,0.0,0.728,0.0,0.878,0.0,0.0,0.66,0.0,0.7,0.0,0.0,0.729,0.872,0.805,0.744,0.0,0.0,0.477,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.0,0.0,0.44,0.0
20190623,78,"BOS",1,6,"BOS07",36,10,4,0,1,5,5,"porcr001","Rick Porcello",1.396,"sogae001","Eric Sogard",4,"guerv002","Vladimir Guerrero",10,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",9,"galvf001","Freddy Galvis",6,"gricr001","Randal Grichuk",8,"tellr001","Rowdy Tellez",3,"drurb001","Brandon Drury",5,"jansd001","Danny Jansen",2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1.267,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,0.9,0.0,0.833,0.5,0.0,0.0,0.736,0.0,0.896,0.0,0.0,0.0,0.0,0.691,0.0,0.0,0.744,0.876,0.81,0.725,0.608,0.49,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.642,0.639,0.0,0.0
20190624,79,"NYA",10,8,"NYC21",40,14,3,0,2,8,2,"sabac001","CC Sabathia",1.41,"sogae001","Eric Sogard",10,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"gricr001","Randal Grichuk",8,"tellr001","Rowdy Tellez",3,"galvf001","Freddy Galvis",6,"mckib001","Billy McKinney",9,"maill001","Luke Maile",2,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.15,0.933,0.4,1.4,0.0,0.0,0.0,0.0,0.747,0.0,0.911,0.0,0.0,0.0,0.0,0.702,0.641,0.0,0.752,0.879,0.787,0.742,0.0,0.0,0.458,0.0,0.734,0.0,0.868,0.0,0.0,0.0,0.0,0.737,0.696,0.0,0.742,0.81,0.793,0.772,0.0,0.0,0.44,0.0
20190625,80,"NYA",4,3,"NYC21",33,7,2,0,0,3,0,"greec003","Chad Green",1.232,"sogae001","Eric Sogard",10,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"hernt002","Teoscar Hernandez",8,"tellr001","Rowdy Tellez",3,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.744,0.0,0.914,0.0,0.0,0.646,0.0,0.7,0.0,0.0,0.74,0.864,0.794,0.738,0.0,0.498,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.81,0.793,0.772,0.0,0.639,0.0,0.0
20190626,81,"NYA",8,7,"NYC21",36,13,1,0,3,7,4,"paxtj001","James Paxton",1.285,"biggc002","Cavan Biggio",4,"guerv002","Vladimir Guerrero",10,"gurrl001","Lourdes Gurriel",7,"gricr001","Randal Grichuk",9,"tellr001","Rowdy Tellez",3,"hernt002","Teoscar Hernandez",8,"galvf001","Freddy Galvis",6,"drurb001","Brandon Drury",5,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0.5,0.0,2.6,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.5,0.0,1.55,0.2,0.5,3.0,0.0,0.0,0.74,0.0,0.966,0.0,0.0,0.633,0.0,0.699,0.0,0.0,0.735,0.0,0.829,0.726,0.606,0.543,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.0,0.742,0.0,0.793,0.772,0.642,0.639,0.0,0.0
20190628,82,"KCA",2,6,"TOR02",33,9,0,0,4,6,2,"duffd001","Danny Duffy",1.313,"sogae001","Eric Sogard",10,"guerv002","Vladimir Guerrero",5,"gurrl001","Lourdes Gurriel",7,"biggc002","Cavan Biggio",4,"hernt002","Teoscar Hernandez",8,"smoaj001","Justin Smoak",3,"gricr001","Randal Grichuk",9,"galvf001","Freddy Galvis",6,"jansd001","Danny Jansen",2,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0.5,0.0,2.5,0.0,0.0,0.0,0.0,1.25,0.0,0.833,0.0,1.75,0.25,0.5,0.0,0.667,0.0,0.0,0.737,0.0,1.002,0.0,0.0,0.62,0.0,0.706,0.0,0.787,0.0,0.882,0.809,0.722,0.0,0.545,0.0,0.0,0.734,0.0,0.868,0.0,0.0,0.778,0.0,0.737,0.0,0.748,0.0,0.81,0.793,0.772,0.0,0.639,0.0,0.0
